Symbol,D10_LEC_118_3d,D10_LEC_4G4_3d,D10_LEC_AD2_3d,D10_LEC_IgG1_3d,D10_LEC_IgG2b_3d,D10_LEC_siCD73_3d,D10_LEC_siCtrl_3d,D10_LEC_Untouched_3d,D11_LEC_118_3d,D11_LEC_4G4_3d,D11_LEC_AD2_3d,D11_LEC_IgG1_3d,D11_LEC_IgG2b_3d,D11_LEC_siCD73_3d,D11_LEC_siCtrl_3d,D11_LEC_Untouched_3d,D12_LEC_118_3d,D12_LEC_4G4_3d,D12_LEC_AD2_3d,D12_LEC_IgG1_3d,D12_LEC_IgG2b_3d,D12_LEC_siCD73_3d,D12_LEC_siCtrl_3d,D12_LEC_Untouched_3d,D17_LEC_118_3d,D17_LEC_4G4_3d,D17_LEC_AD2_3d,D17_LEC_IgG1_3d,D17_LEC_IgG2b_3d,D17_LEC_siCD73_3d,D17_LEC_siCtrl_3d,D17_LEC_Untouched_3d
PDPN,5382.353808564574,5221.557352969299,5919.366994908241,5766.442432185234,5383.856809940065,4481.75214712182,7219.930262072511,5731.549533760186,6146.929743572019,5131.965936721564,7348.803131365622,7213.738021965731,6313.794613993864,4392.377468898338,7275.828507960804,6445.076891105659,5443.413194918454,5678.380306466303,6201.112655607524,6085.5270628632015,5401.753438967227,4172.739582120764,7209.922650299977,5843.168377200768,3483.5966001302845,3779.307974055915,3895.786982101398,3705.166156537605,3855.2692955038888,2353.825360396839,4866.760726673573,4096.242700932706
PROX1,2865.4257685883344,2583.154371766933,2876.887818878032,2820.032272721771,2812.8873024620784,1809.4315112005506,2260.2489014404523,2662.6825615359216,5084.3449034771575,4244.993949471718,5015.555933485713,4626.782530321817,4743.182080202824,3259.884964869128,4194.988717709901,4351.381644500405,2669.2352814068176,2670.839150076669,3177.328684823101,2376.394824634152,2602.336367492778,1515.4354137394716,2516.099058006253,2765.8679981531777,2580.492148714648,2464.7660700364663,2588.5141317700245,2349.3994754274645,2025.6666679161758,1576.8344647318631,2417.412136380876,2639.6783380976844
PSEN1,1060.298644894968,1172.623547201052,1023.9414932764433,1029.0770777537832,1094.796609457416,1317.825356479185,1192.599858231306,1055.6371617163454,1066.9975678361193,1079.6301208917328,1002.2297181675317,944.5983237708057,1035.214949456662,1173.6526677270524,1080.7522901663058,1015.3972655210032,1079.5487432264197,1195.2921224110269,1204.8025573148552,1012.2166856857708,1156.3519758482555,1262.655307750061,1218.7471783499495,1222.8621109944954,1247.5316746282062,1197.1720911605694,1329.2369865846074,1211.5837447018894,1187.2219527427003,1333.3655981038107,1344.8795591755627,1283.45262554123
PSEN2,279.0259591828863,352.9145868018551,308.12568989076186,317.75011523625585,314.0187848617025,366.6992296289906,237.53026222034308,297.0822459299492,331.8371261425813,316.44331129585265,319.973076248737,363.4565566772441,404.9367805566976,482.16191760329815,294.07594504954415,356.06297917052876,220.5738656277203,241.63320453048098,235.5515499456994,247.15903541766448,236.2790760443234,296.36288288413664,230.57379049863908,235.20767228389226,264.4224745135872,296.6255270433496,303.43047490578857,290.60126717941995,321.19033742250645,361.2480295455941,287.4280852063867,321.9657789158412
PSENEN,502.2467265291953,462.284283031184,503.06235084206014,557.8681000454719,494.27125955573115,514.5248565731775,510.93749113021715,555.8312988366791,541.8829666264493,519.3393167737818,580.8877610135474,527.692273464555,541.3276208697275,604.4664040197445,526.9247217291517,616.6516579325562,597.5899883746607,604.0830113262025,614.1788561547125,648.9016371566245,578.1759879241278,623.8563206930775,523.2827258394439,545.5511287695834,635.9699515224224,550.5711221380159,662.9915202365086,662.7944286053694,679.8200393298449,519.4588454049783,628.9707173189141,628.4948424042107
RBPJ,1313.1303303586444,1437.5913679628281,1319.4906243961536,1352.2433881361117,1316.7917625016407,1467.9428536085532,1291.5708008231154,1325.4438664566965,1701.547817028981,1466.807819418423,1788.4996465804063,1572.3869216678638,1646.0087125976222,1727.5508706323049,1577.9911120797306,1589.366295035641,1429.3575169091478,1366.614025623212,1634.9022392527434,1332.7374135948976,1441.6290169708948,1454.4195260868553,1447.8237364427532,1588.7407123249945,1337.0285121558818,1268.6609771746141,1378.0461782584607,1299.8818220371747,1199.0449099484367,1291.1760472079748,1340.4439405766987,1320.941791579376
RBX1,766.4672266533979,729.507149076039,755.6415728273446,770.9051091243253,812.0848333583606,602.7618587026534,707.6422395314388,813.105998165593,803.9989944571585,819.0297468833834,830.3433548934167,901.8387288676005,886.1168879964554,720.8908670507848,828.4221417326276,941.2642793214609,815.2487808883583,722.9190135543079,764.2339176016026,815.7121522264969,716.4591338118194,712.2670966795216,808.5054991510721,779.669876644754,747.1629920871104,787.4447444532087,857.4148004040245,806.9773650136201,817.7545400634367,640.7538042305063,688.4080065436916,899.7399849155015
RELN,6963.121283445579,6519.335913381233,7340.518136037062,6249.386499376703,6612.419729565156,6439.0092852665575,4756.79092831885,5414.563514529719,23459.825763622597,19559.91950056953,22441.307295362523,22186.39890091306,23190.67859359748,18177.50429364434,13977.420391361142,19029.712912009774,11082.136288476431,10123.837089816012,12053.260052036234,9647.935916109327,10421.32275032359,8047.8710591603985,7326.706777955132,9503.043314914481,10960.650571760641,10539.809194727366,11393.692309733176,10883.017455869278,9406.147703597144,9838.954848499709,9412.382666789392,10917.065674814192
SH3KBP1,1775.5162055759988,1611.229854759907,1776.438926411025,1772.9012111477457,1759.8333713548586,2235.7193656442523,2120.452445029521,1709.512973477797,1007.8670161032657,873.0112529279701,968.7339140423196,1034.9765584525803,965.7488071854294,1358.2854020288032,1312.6733824766718,861.5151578037716,1546.9321325080648,1668.6555312863134,1514.5092248360525,1501.2946356288526,1512.4038554173512,1906.4351835950133,1951.642441006338,1470.0479517743267,1490.257946104781,1525.8075671654315,1594.4335946792107,1582.6592089463795,1603.9811942449096,2059.3774531029853,1949.0108123408384,1524.926959728111
SKP1,2357.4846347288762,2533.543375539196,2350.768443622377,2401.1798480921607,2268.3350894390655,2988.5987214762736,2644.998440766112,2434.8949337633303,2576.1504553462632,2284.906850680348,2567.717826756394,2302.2154619475705,2255.955327662104,3186.9726748900925,2621.636027476378,2464.360177602966,2460.3217082351885,2486.6433466231056,2591.0670494026936,2364.167875885575,2459.6978469314586,3206.4471572548396,3109.751706919957,2674.3983478205528,2844.914623228235,2878.7614099386956,2938.313338765974,2899.306488705444,2806.9670899285916,3208.163766037514,3198.0810097809385,3061.982767292093
SNW1,1132.0481772562816,1260.5703132411309,1168.5719191435355,1258.362672270854,1257.9725339172735,1169.9997295349983,1170.3313961481488,1288.5850270112933,1209.0874011046183,1148.5030768796535,1199.6786688003613,1121.4675572340634,1066.5594282863647,1211.2848173936513,1205.9896800139036,1145.691604902017,1107.7277833286394,1147.7577215197846,1193.4611863915436,1058.5044202339552,1170.5069435375467,1090.8146445651414,1226.9819565820437,1179.3051346456266,1095.65825336912,1241.9860197066869,1260.090631713315,1297.646427674256,1135.0038917506977,945.7490992483192,1122.21150551259,1250.373949625219
TBL1X,792.6615003726076,740.7823754914338,770.3142247269046,843.1210444052925,740.9325407159808,786.1114735171487,814.0360028176341,737.9139656969705,647.7884324166348,651.5009350208732,688.4269216260706,692.8997992269387,662.4697958061454,803.2111944464698,787.6040294860031,636.8697450778859,670.4668162252291,668.4525125330929,683.0994948425283,717.8965622378806,659.8392630546542,745.8880959983102,767.3316079906008,713.2454877127288,740.3829286380441,790.64573934936,849.279935125049,839.39058327594,716.2741573808656,801.6014670208802,818.815193350293,803.8118247590694
VLDLR,302.94246996999084,361.93476793417085,314.4139692762876,342.1229933935823,310.2239959207756,536.2976233323989,768.2619418689221,372.27427839857154,133.26437778598347,103.30943398188131,145.44230738578958,152.57400908643672,127.07221147176702,305.76121604111586,321.9064761267881,129.17111231738426,344.9503184926903,328.77960616442493,410.9065926830534,358.9482811189403,338.6303808745833,735.9263184223729,853.4224713261317,436.6586878974111,246.7943095460147,205.93067165239742,233.47063350659872,245.89337992104768,230.54766551186046,532.643080059927,592.5986448082294,285.579235408229
